scorer,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3
bodyparts,snout,snout,snout,leftear,leftear,leftear,rightear,rightear,rightear,tailbase,tailbase,tailbase,snout,snout,snout,leftear,leftear,leftear,rightear,rightear,rightear,tailbase,tailbase,tailbase,snout,snout,snout,leftear,leftear,leftear,rightear,rightear,rightear,tailbase,tailbase,tailbase
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,365.641,517.838,0.9980000257492065,290.909,436.38,0.5360000133514404,374.472,426.398,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
171,433.448,509.824,0.9959999918937683,441.824,420.565,0.9359999895095825,376.09,426.466,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
172,447.739,506.796,0.996999979019165,449.587,426.693,0.9909999966621399,390.377,433.617,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
173,462.444,510.185,0.9980000257492065,452.408,421.409,0.8650000095367432,391.922,433.852,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
174,463.924,508.04,0.9980000257492065,469.394,420.775,0.9929999709129333,406.881,428.053,0.9990000128746033,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
175,428.01,521.265,0.8830000162124634,474.348,428.304,0.9829999804496765,407.425,426.591,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
176,461.317,515.087,0.7329999804496765,474.282,422.276,0.9900000095367432,415.83,425.249,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
177,468.845,426.649,0.335999995470047,483.862,427.976,0.8569999933242798,417.888,424.688,0.9990000128746033,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
178,462.981,516.413,0.9990000128746033,482.742,427.366,0.925000011920929,417.209,424.971,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
179,462.592,514.63,1.0,481.878,420.789,0.9660000205039978,419.31,424.568,0.9990000128746033,340.466,411.481,0.11299999803304672,,,,,,,,,,,,,,,,,,,,,,,,
180,463.838,508.333,0.9850000143051147,483.931,426.772,0.996999979019165,422.9,423.7,0.9950000047683716,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
181,468.152,507.331,0.9919999837875366,484.693,427.143,0.9819999933242798,424.411,423.483,0.9810000061988831,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
182,468.097,505.614,0.949999988079071,484.705,420.292,0.9980000257492065,403.513,421.08,0.9990000128746033,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
183,467.061,506.253,0.9890000224113464,483.769,419.306,0.9929999709129333,403.885,420.259,0.9990000128746033,473.911,508.245,0.18400000035762787,,,,,,,,,,,,,,,,,,,,,,,,
184,469.15,509.06,0.9980000257492065,484.168,419.003,0.9769999980926514,402.616,421.649,0.972000002861023,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
185,484.983,516.185,0.9729999899864197,485.537,418.774,0.9900000095367432,424.361,428.627,0.9710000157356262,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
186,497.868,508.012,0.9959999918937683,502.229,426.947,0.9959999918937683,440.076,425.247,0.9950000047683716,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
187,512.869,508.453,0.996999979019165,509.87,422.112,0.9980000257492065,457.563,423.835,0.9919999837875366,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,525.968,497.871,0.9520000219345093,505.167,404.239,0.9700000286102295,469.788,410.097,0.9980000257492065,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
190,499.343,508.453,0.8949999809265137,503.867,402.882,0.8980000019073486,467.725,406.197,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
191,511.456,484.432,1.0,483.556,385.77,0.9990000128746033,455.746,391.324,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
192,524.627,485.401,0.9990000128746033,488.656,386.31,0.6610000133514404,455.35,475.572,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
193,526.049,474.632,0.9810000061988831,475.829,468.898,0.765999972820282,467.226,476.57,0.9990000128746033,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,,,,,,,,,,,,334.497,456.038,0.996999979019165,388.895,412.704,1.0,337.849,412.648,0.9990000128746033,483.784,388.813,0.21699999272823334,,,,,,,,,,,,
205,,,,,,,,,,,,,324.268,444.402,0.9700000286102295,379.226,429.089,0.9890000224113464,320.878,421.724,0.996999979019165,,,0.0,,,,,,,,,,,,
206,,,,,,,,,,,,,323.783,451.8,0.2800000011920929,372.499,428.09,0.996999979019165,315.264,420.292,0.9980000257492065,,,0.0,,,,,,,,,,,,
207,,,,,,,,,,,,,317.971,459.285,0.8980000019073486,370.856,428.344,0.9990000128746033,305.38,424.123,1.0,,,0.0,,,,,,,,,,,,
208,,,,,,,,,,,,,317.972,458.762,0.9589999914169312,371.723,429.504,0.9549999833106995,304.315,423.327,1.0,,,0.0,,,,,,,,,,,,
209,,,,,,,,,,,,,318.051,458.217,0.953000009059906,404.555,395.429,0.8650000095367432,305.534,423.008,1.0,,,0.0,,,,,,,,,,,,
210,,,,,,,,,,,,,321.531,467.687,0.9909999966621399,372.844,416.979,0.9980000257492065,310.63,422.032,1.0,,,0.0,,,,,,,,,,,,
211,,,,,,,,,,,,,322.822,468.586,0.8259999752044678,367.197,429.263,0.9980000257492065,304.571,427.24,1.0,,,0.0,,,,,,,,,,,,
212,,,,,,,,,,,,,318.9,468.463,0.8830000162124634,307.217,427.286,0.18400000035762787,299.133,427.925,1.0,,,0.0,,,,,,,,,,,,
213,,,,,,,,,,,,,306.745,459.79,0.6420000195503235,365.106,420.306,0.9990000128746033,293.136,429.352,1.0,,,0.0,,,,,,,,,,,,
214,,,,,,,,,,,,,307.625,467.976,0.6330000162124634,307.583,427.372,0.12800000607967377,292.613,428.883,1.0,,,0.0,,,,,,,,,,,,
215,,,,,,,,,,,,,307.105,475.958,0.9330000281333923,353.605,415.633,1.0,289.205,432.202,1.0,,,0.0,,,,,,,,,,,,
216,,,,,,,,,,,,,323.382,501.318,0.9539999961853027,357.654,415.884,0.9990000128746033,295.084,435.357,1.0,,,0.0,,,,,,,,,,,,
217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,,,,,,,,,,,,323.809,501.234,0.9800000190734863,361.812,415.478,0.9869999885559082,301.847,437.135,1.0,,,0.0,,,,,,,,,,,,
219,,,,,,,,,,,,,324.679,500.675,0.9909999966621399,339.625,435.919,0.9210000038146973,304.322,437.733,0.9980000257492065,,,0.0,,,,,,,,,,,,
220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,,,,,,,,,,,,286.258,468.228,0.2160000056028366,329.707,430.677,0.9789999723434448,293.81,443.709,1.0,,,0.0,,,,,,,,,,,,
224,,,,,,,,,,,,,299.642,517.542,0.3880000114440918,329.538,420.799,0.9829999804496765,276.583,436.595,1.0,,,0.0,,,,,,,,,,,,
225,,,,,,,,,,,,,275.862,466.538,0.2150000035762787,281.958,436.043,0.8899999856948853,267.372,437.122,1.0,,,0.0,,,,,,,,,,,,
226,,,,,,,,,,,,,268.929,459.889,0.12099999934434891,276.053,427.85,0.7450000047683716,262.947,438.037,1.0,,,0.0,,,,,,,,,,,,
227,,,,,,,,,,,,,268.927,460.032,0.10599999874830246,267.778,437.033,0.9940000176429749,256.941,430.998,0.9980000257492065,,,0.0,,,,,,,,,,,,
228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,,,0.0,263.66,434.535,0.9879999756813049,252.01,433.853,0.9980000257492065,420.474,498.494,0.9980000257492065,563.888,202.971,0.3720000088214874,601.642,189.51,0.9990000128746033,570.088,170.434,1.0,,,0.0,,,,,,,,,,,,
230,,,0.0,258.613,433.955,0.996999979019165,245.851,435.238,0.6549999713897705,417.619,484.253,1.0,,,,,,,,,,,,,,,,,,,,,,,,
231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,,,0.0,248.611,436.859,0.9769999980926514,243.47,429.908,0.9890000224113464,394.595,486.704,0.9539999961853027,,,0.0,248.611,436.859,0.9769999980926514,243.47,429.908,0.9890000224113464,394.595,486.704,0.9539999961853027,,,,,,,,,,,,
234,253.872,475.763,0.722000002861023,248.713,435.84,0.8629999756813049,242.803,430.086,0.9860000014305115,393.316,489.375,0.949999988079071,253.872,475.763,0.722000002861023,248.713,435.84,0.8629999756813049,242.803,430.086,0.9860000014305115,393.316,489.375,0.949999988079071,,,,,,,,,,,,
235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,,,,,,,,,,,,,356.138,484.458,0.8619999885559082,394.389,434.428,1.0,388.849,436.319,0.1120000034570694,,,0.0,,,,,,,,,,,,
239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,,,,,,,,,,,,,413.637,489.071,0.9819999933242798,392.246,433.371,0.9959999918937683,236.072,412.415,0.28600001335144043,,,0.0,,,,,,,,,,,,
241,,,,,,,,,,,,,335.294,472.537,0.9750000238418579,394.244,429.271,0.9990000128746033,324.661,421.156,0.9620000123977661,,,0.0,,,,,,,,,,,,
242,,,,,,,,,,,,,334.948,460.894,0.9409999847412109,341.147,428.656,0.9549999833106995,324.889,427.053,0.9369999766349792,,,0.0,,,,,,,,,,,,
243,,,,,,,,,,,,,322.546,458.974,0.8420000076293945,339.599,428.185,0.9890000224113464,324.435,421.502,0.4970000088214874,,,0.0,,,,,,,,,,,,
244,,,,,,,,,,,,,276.236,522.375,0.26899999380111694,401.478,427.121,0.9980000257492065,330.163,426.653,0.9470000267028809,,,0.0,,,,,,,,,,,,
245,,,,,,,,,,,,,323.983,451.473,0.968999981880188,339.611,427.42,0.4659999907016754,327.139,421.548,0.9779999852180481,,,0.0,,,,,,,,,,,,
246,,,,,,,,,,,,,334.765,443.892,0.9269999861717224,397.478,420.922,1.0,330.364,421.315,0.671999990940094,,,0.0,,,,,,,,,,,,
247,,,,,,,,,,,,,397.066,485.445,0.8999999761581421,396.155,420.877,1.0,324.348,412.081,0.9639999866485596,329.86,395.757,0.33899998664855957,,,,,,,,,,,,
248,,,,,,,,,,,,,396.707,500.231,0.9779999852180481,402.49,412.789,0.9990000128746033,316.347,403.011,0.9990000128746033,,,0.0,,,,,,,,,,,,
249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,,,,,,,,,,,,,373.259,501.261,0.9739999771118164,346.471,412.493,0.48500001430511475,315.909,401.571,1.0,,,0.0,,,,,,,,,,,,
251,,,,,,,,,,,,,348.713,499.562,0.492000013589859,346.788,406.219,0.9520000219345093,315.158,401.225,1.0,,,0.0,,,,,,,,,,,,
252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,,,,,,,,,,,,,389.508,500.049,0.9039999842643738,400.768,403.665,0.9990000128746033,327.821,404.033,0.9990000128746033,,,0.0,,,,,,,,,,,,
254,,,,,,,,,,,,,381.846,492.246,0.7080000042915344,392.882,402.361,0.9679999947547913,324.793,396.802,1.0,,,0.0,,,,,,,,,,,,
255,,,,,,,,,,,,,334.358,427.604,0.5370000004768372,404.072,396.178,0.9350000023841858,324.973,395.963,0.9990000128746033,,,0.0,,,,,,,,,,,,
256,,,,,,,,,,,,,333.747,427.428,0.47200000286102295,404.168,396.801,0.9470000267028809,325.081,403.311,1.0,,,0.0,,,,,,,,,,,,
257,,,,,,,,,,,,,382.251,491.192,0.9459999799728394,403.415,402.99,0.925000011920929,324.576,403.066,1.0,,,0.0,,,,,,,,,,,,
258,,,,,,,,,,,,,355.444,508.152,0.5260000228881836,404.035,397.38,0.996999979019165,317.364,399.566,1.0,,,0.0,,,,,,,,,,,,
259,,,,,,,,,,,,,293.14,442.803,0.37700000405311584,333.001,405.37,0.8619999885559082,411.093,401.817,0.5920000076293945,,,0.0,,,,,,,,,,,,
260,,,,,,,,,,,,,301.447,440.18,0.9769999980926514,338.401,405.673,0.6620000004768372,323.127,406.88,1.0,,,0.0,,,,,,,,,,,,
261,,,,,,,,,,,,,302.231,442.343,0.8450000286102295,338.476,405.115,0.4749999940395355,325.248,409.923,1.0,,,0.0,,,,,,,,,,,,
262,,,,,,,,,,,,,302.273,441.849,0.8999999761581421,338.513,404.691,0.17399999499320984,408.579,387.702,0.9850000143051147,,,0.0,,,,,,,,,,,,
263,398.208,489.89,0.9959999918937683,403.066,393.394,0.9909999966621399,329.762,411.264,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
264,397.417,497.735,0.9570000171661377,402.976,393.423,0.9779999852180481,331.183,410.046,0.9990000128746033,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
265,397.509,497.928,0.9810000061988831,403.029,393.412,0.9150000214576721,326.023,411.762,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
266,396.405,363.488,0.12999999523162842,403.221,393.683,0.9449999928474426,325.303,408.933,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
267,398.468,489.18,0.9909999966621399,398.353,389.356,0.9399999976158142,329.193,408.101,0.9990000128746033,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
268,398.181,472.209,0.996999979019165,397.816,391.181,0.9990000128746033,401.397,387.779,0.8970000147819519,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
269,356.848,507.713,0.6449999809265137,332.294,419.949,0.3959999978542328,394.736,381.32,0.9890000224113464,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
270,317.429,411.608,0.24699999392032623,393.792,379.69,0.9580000042915344,326.882,402.119,0.9980000257492065,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,413.864,404.118,0.42399999499320984,379.816,365.492,0.9950000047683716,313.557,396.373,0.9990000128746033,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,421.486,484.5,0.9629999995231628,317.655,195.295,1.0,236.431,196.02,0.6150000095367432,,,0.0,413.024,428.159,0.996999979019165,374.46,353.444,0.9890000224113464,317.582,394.299,0.996999979019165,,,0.0,,,,,,,,,,,,
276,,,,,,,,,,,,,413.804,421.414,1.0,377.713,353.569,0.9990000128746033,322.949,394.575,1.0,,,0.0,,,,,,,,,,,,
277,,,,,,,,,,,,,414.384,421.562,1.0,377.667,354.222,0.9990000128746033,320.154,394.206,0.9990000128746033,,,0.0,,,,,,,,,,,,
278,,,,,,,,,,,,,414.204,421.293,1.0,419.982,442.597,0.6909999847412109,325.48,392.125,1.0,,,0.0,,,,,,,,,,,,
279,,,,,,,,,,,,,417.576,430.304,1.0,377.6,354.873,0.890999972820282,382.275,466.557,0.9810000061988831,442.132,475.484,0.11800000071525574,,,,,,,,,,,,
280,,,,,,,,,,,,,416.997,419.69,1.0,387.807,350.969,0.9890000224113464,382.724,466.151,0.9739999771118164,,,0.0,,,,,,,,,,,,
281,,,,,,,,,,,,,417.598,417.472,1.0,386.248,468.444,0.36000001430511475,379.845,460.629,0.9929999709129333,,,0.0,,,,,,,,,,,,
282,,,,,,,,,,,,,418.548,417.272,1.0,387.426,350.779,0.9959999918937683,382.582,466.351,0.9869999885559082,,,0.0,,,,,,,,,,,,
283,,,,,,,,,,,,,416.811,415.762,1.0,386.643,349.557,0.9940000176429749,331.781,385.184,0.996999979019165,181.031,479.623,1.0,,,,,,,,,,,,
284,,,,,,,,,,,,,349.484,451.455,0.9390000104904175,316.221,374.135,0.925000011920929,331.326,381.472,0.9980000257492065,181.721,480.832,1.0,,,,,,,,,,,,
285,435.851,475.333,0.9940000176429749,316.421,373.649,0.9879999756813049,395.957,349.321,0.2919999957084656,,,0.0,415.745,416.719,1.0,385.882,349.781,0.996999979019165,330.938,381.731,0.9990000128746033,178.74,482.066,1.0,,,,,,,,,,,,
286,437.674,475.031,0.996999979019165,386.295,349.547,0.9929999709129333,332.683,381.982,0.9940000176429749,,,0.0,415.112,417.882,1.0,324.122,371.151,0.8069999814033508,372.645,461.3,0.7379999756813049,179.17,480.31,1.0,,,,,,,,,,,,
287,446.079,467.895,0.9710000157356262,387.807,338.074,0.8069999814033508,380.975,460.226,1.0,,,0.0,419.827,416.873,1.0,326.285,366.355,0.9380000233650208,333.685,380.717,0.9980000257492065,,,0.0,,,,,,,,,,,,
288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,421.122,412.403,0.9739999771118164,385.966,336.073,0.9990000128746033,323.107,365.346,0.9929999709129333,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
290,418.333,412.062,1.0,384.449,340.087,0.9990000128746033,322.726,366.032,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
291,415.386,412.148,0.9750000238418579,376.128,338.35,0.9670000076293945,326.099,369.91,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,300.572,404.367,0.12099999934434891,323.973,363.011,0.9359999895095825,325.123,369.994,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,419.263,413.867,0.9980000257492065,324.957,364.779,0.6940000057220459,331.557,375.633,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
296,428.278,419.571,1.0,382.425,338.689,1.0,330.749,378.126,0.9990000128746033,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
297,462.147,484.18,1.0,430.159,425.858,0.9980000257492065,332.243,381.082,0.9980000257492065,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,317.412,454.026,0.9089999794960022,425.423,401.727,0.9919999837875366,330.759,380.712,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
302,415.011,387.343,0.9940000176429749,372.108,334.384,0.996999979019165,332.652,384.027,1.0,340.138,459.989,0.5090000033378601,,,,,,,,,,,,,,,,,,,,,,,,
303,398.669,365.602,0.996999979019165,370.651,333.831,0.9980000257492065,332.331,383.407,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
304,414.816,395.604,0.40400001406669617,369.433,338.315,0.9440000057220459,327.111,379.918,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
305,429.956,395.246,0.8069999814033508,316.773,380.443,0.8389999866485596,326.852,380.683,1.0,316.609,468.166,0.9869999885559082,,,,,,,,,,,,,,,,,,,,,,,,
306,429.845,396.336,0.9589999914169312,373.652,338.621,0.9990000128746033,326.717,381.361,1.0,324.325,475.6,0.9210000038146973,,,,,,,,,,,,,,,,,,,,,,,,
307,429.959,410.666,0.8220000267028809,376.546,341.815,1.0,331.407,384.022,1.0,314.521,468.138,0.9679999947547913,,,,,,,,,,,,,,,,,,,,,,,,
308,323.617,474.032,0.6309999823570251,316.199,381.91,0.8420000076293945,331.615,385.399,1.0,314.814,468.501,0.9520000219345093,,,,,,,,,,,,,,,,,,,,,,,,
309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,,,,,,,,,,,,,414.078,427.514,0.289000004529953,372.569,348.195,0.9950000047683716,331.427,387.835,1.0,322.702,474.853,0.9929999709129333,,,,,,,,,,,,
311,,,,,,,,,,,,,413.302,428.03,0.1420000046491623,378.94,349.053,0.9309999942779541,330.598,389.547,1.0,324.039,475.762,0.9940000176429749,,,,,,,,,,,,
312,,,,,,,,,,,,,413.692,427.791,0.23000000417232513,379.933,347.801,0.9959999918937683,330.597,390.728,1.0,538.953,459.673,0.9860000014305115,,,,,,,,,,,,
313,,,,,,,,,,,,,414.322,426.77,0.6660000085830688,384.672,359.114,0.9959999918937683,372.702,348.351,0.4300000071525574,,,0.0,,,,,,,,,,,,
314,,,,,,,,,,,,,414.347,411.505,0.30300000309944153,433.405,373.412,0.996999979019165,330.771,393.385,0.9990000128746033,315.078,469.174,0.9490000009536743,,,,,,,,,,,,
315,,,,,,,,,,,,,415.479,406.066,0.9990000128746033,437.087,378.541,0.9309999942779541,331.19,392.159,1.0,,,0.0,,,,,,,,,,,,
316,,,0.0,314.284,382.305,0.675000011920929,425.562,372.157,1.0,558.845,473.515,0.996999979019165,417.389,412.054,0.972000002861023,413.989,372.25,0.9470000267028809,331.436,390.459,0.9990000128746033,315.012,469.203,0.9319999814033508,,,,,,,,,,,,
317,,,0.0,313.716,387.456,0.8859999775886536,425.642,385.718,0.9710000157356262,559.056,471.295,0.996999979019165,414.543,419.939,0.8759999871253967,417.794,387.352,0.9990000128746033,331.228,390.768,0.9980000257492065,,,0.0,,,,,,,,,,,,
318,559.031,473.594,0.9959999918937683,551.789,397.591,0.8289999961853027,427.377,395.121,0.8080000281333923,563.02,469.64,0.1459999978542328,419.254,428.221,0.23100000619888306,419.566,388.018,1.0,325.729,387.356,1.0,324.402,475.26,0.9639999866485596,,,,,,,,,,,,
319,,,,,,,,,,,,,,,0.0,428.852,391.251,0.9980000257492065,329.639,388.731,0.9980000257492065,314.376,475.065,0.8629999756813049,,,,,,,,,,,,
320,,,,,,,,,,,,,,,0.0,371.328,351.76,0.9980000257492065,323.997,380.881,0.9990000128746033,314.195,475.736,0.7599999904632568,,,,,,,,,,,,
321,,,,,,,,,,,,,430.287,405.581,0.34599998593330383,425.428,397.339,0.9779999852180481,326.464,381.52,1.0,314.562,468.771,0.8600000143051147,,,,,,,,,,,,
322,,,,,,,,,,,,,,,0.0,378.44,356.822,0.9990000128746033,323.161,377.997,1.0,324.423,475.935,0.17800000309944153,,,,,,,,,,,,
323,,,,,,,,,,,,,445.348,411.291,0.25999999046325684,379.677,353.314,0.9990000128746033,322.435,376.317,1.0,,,0.0,,,,,,,,,,,,
324,420.216,459.93,0.16200000047683716,430.444,412.304,0.9990000128746033,420.598,427.015,0.42399999499320984,,,0.0,,,0.0,379.072,350.508,0.9919999837875366,320.906,375.656,1.0,315.099,467.937,0.20200000703334808,,,,,,,,,,,,
325,461.901,489.349,0.828000009059906,384.249,353.439,0.9990000128746033,323.123,374.064,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
326,403.179,403.155,0.7310000061988831,377.25,354.707,0.9850000143051147,320.555,376.725,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
327,403.992,402.75,0.8479999899864197,386.927,353.709,1.0,321.377,376.253,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
328,403.924,402.932,0.7519999742507935,384.647,353.073,1.0,320.952,376.35,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
329,414.175,395.522,0.9100000262260437,385.338,354.788,0.9990000128746033,323.141,375.801,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
330,403.853,395.609,0.9819999933242798,386.972,356.913,0.9980000257492065,324.191,375.735,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
331,381.328,362.195,0.7900000214576721,387.465,356.336,0.9959999918937683,321.867,374.792,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
332,404.049,394.968,0.9909999966621399,388.541,355.997,0.9990000128746033,324.382,375.939,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
333,403.667,395.391,0.9909999966621399,388.449,356.49,0.9980000257492065,325.853,379.752,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
334,414.009,395.644,0.8539999723434448,395.273,363.989,0.9869999885559082,328.671,380.245,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
335,414.862,404.236,0.8659999966621399,394.165,364.951,0.9819999933242798,331.044,384.296,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
336,462.162,485.644,0.9789999723434448,394.172,365.591,0.9980000257492065,331.904,385.172,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
